Index,Dice
4020,0.6474433549407898
8040,0.6590625255518515
12060,0.67234811212112
16080,0.682711440227978
20100,0.6916036574360624
24120,0.7050360099279861
28140,0.7141385847962834
32160,0.7162695951201058
36180,0.7293753096792439
40200,0.7283306300339302
44220,0.7292895322449794
48240,0.7272663380576828
52260,0.7421623094213406
56280,0.735367882799718
60300,0.7403037116833402
64320,0.7408331014811776
68340,0.7404996059674785
72360,0.7445647874124202
76380,0.7431075290155987
80400,0.7432900471588386
84420,0.7472015738408544
88440,0.7456779767954287
92460,0.74533120861622
96480,0.7434195568147275
100500,0.7473685494027588
104520,0.7442237705647411
108540,0.7437657323694602
112560,0.7479463955486583
116580,0.7473367581384577
120600,0.7490002694815988
124620,0.7439150081744015
128640,0.7513359453003499
132660,0.7498337257286831
136680,0.7502089381989719
140700,0.7488484815791391
144720,0.7488254029752095
148740,0.7493129611683766
152760,0.7480428072689403
156780,0.7496265470560753
160800,0.7514473465784207
164820,0.7504840337206699
168840,0.7446124860889373
172860,0.7510502687648697
176880,0.7475593258056815
180900,0.7492364719618869
184920,0.749870079844461
188940,0.7456990408857542
192960,0.7497641005251658
196980,0.7499557331328774
201000,0.7520434758808573
205020,0.7493751486646332
209040,0.7504989404421658
213060,0.7535308974598358
217080,0.746221463693147
221100,0.748540531801448
225120,0.7502357250592404
229140,0.7474731287998815
233160,0.7484110231078255
237180,0.7487645616934517
241200,0.7512206427987267
245220,0.7487309418559117
249240,0.7498722257396458
253260,0.7486057914914241
257280,0.7492750638437488
261300,0.7505869920838655
265320,0.7508294675762596
269340,0.7532271138662867
273360,0.7532154101040844
277380,0.7507523337640454
281400,0.753732414148737
285420,0.7556978062254488
289440,0.754834146377203
293460,0.7493939312919646
297480,0.7528397480369897
301500,0.7472560975364732
305520,0.7498183864846056
309540,0.7503098708906429
313560,0.7528314481616303
317580,0.7502538821908625
321600,0.7536761262224577
325620,0.7542342330136769
329640,0.7523077359941694
333660,0.7496076846857922
337680,0.7516582095755358
341700,0.7512369515278293
345720,0.7520180732278163
349740,0.7559315136345016
353760,0.7484106108657699
357780,0.7528481507140683
361800,0.7532851670723932
365820,0.7532268861433473
369840,0.750939607414374
373860,0.756570720830231
377880,0.7567693628158317
381900,0.7529693784733101
385920,0.7535817589477798
389940,0.7530070106588216
393960,0.7500759327273753
397980,0.752634893128644
402000,0.7541228131483048
